Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,64628,34798,16707,8695
Liabilities,,,,
Total Liabilities,95635,60001,57840,32935
Stockholders' Equity,,,,
Common Stock,362,362,-,-
Retained Earnings,-23811,-6578,-,-
Total stockholders' equity,-9007,82595,-41133,-24240
Total liabilities and stockholders' equity,64628,34798,16707,8695
