Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,28947000,37004000,30611000,21657000
Depreciation & amortization,-,8823000,7793000,6593000
Change in working capital,-,-13030000,-7428000,-13232000
Inventory,-,-10377000,-10375000,-6348000
Other working capital,-,15888000,23978000,5801000
Other non-cash items,-,11000,11000,7000
Net cash provided by operating activites,-,32989000,34918000,17327000
Investments in property plant and equipment,-,-17101000,-10940000,-11526000
Acquisitions net,-,-395000,-185000,-116000
Purchases of investments,-,-1808000,-738000,-4038000
Sales/Maturities of investments,-,522000,1684000,5881000
Other investing activites,-,-2660000,-205000,786000
Net cash used for investing activites,-,-20669000,-10369000,-8158000
Net change in cash,-,380000,8261000,2625000
Cash at beginning of period,-,63883000,55622000,52997000
Cash at end of period,-,64264000,63883000,55622000
Operating Cash Flow,-,32989000,34918000,17327000
Capital Expenditure,-,-17101000,-10940000,-11526000
Free Cash Flow,-,15888000,23978000,5801000
