Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5312000,3579000,4514000,6570000
Depreciation & amortization,-,3362000,3555000,1961000
Change in working capital,-,2557000,1806000,2296000
Inventory,-,-117000,194000,-2070000
Other working capital,-,8773000,3466000,4493000
Other non-cash items,-,336000,416000,913000
Net cash provided by operating activites,-,10370000,7196000,10072000
Investments in property plant and equipment,-,-1597000,-3730000,-5579000
Acquisitions net,-,-,-1285000,-14377000
Purchases of investments,-,-1160000,-6951000,-7007000
Sales/Maturities of investments,-,6365000,6824000,5391000
Other investing activites,-,41000,-590000,-820000
Net cash used for investing activites,-,3649000,-5732000,-22392000
Net change in cash,-,6757000,-3342000,-4799000
Cash at beginning of period,-,19856000,23199000,27998000
Cash at end of period,-,26613000,19856000,23199000
Operating Cash Flow,-,10370000,7196000,10072000
Capital Expenditure,-,-1597000,-3730000,-5579000
Free Cash Flow,-,8773000,3466000,4493000
