Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,927202,34386,456121,-3035797,-527480
Depreciation & amortization,936796,936796,983821,1130989,1081335
Change in working capital,6123,6123,49876,170028,511732
Other working capital,-578861,-578861,133332,-382116,-743361
Other non-cash items,106785,106785,-258500,312438,1288
Net cash provided by operating activites,373242,373242,963741,870375,1300144
Investments in property plant and equipment,-952103,-952103,-830409,-1252491,-2043505
Acquisitions net,-133000,-133000,-50281,-975474,-10000
Purchases of investments,-100857,-100857,-164892,-182900,-9004
Sales/Maturities of investments,30001,30001,67600,-,32510
Other investing activites,98438,98438,-255042,-28402,-161265
Net cash used for investing activites,-746222,-746222,-558206,-2423085,-2142162
Net change in cash,-1956291,-1956291,-658398,1378975,6861
Cash at beginning of period,2719868,2719868,3378266,1999291,1992429
Cash at end of period,790148,790148,2719868,3378266,1999291
Operating Cash Flow,373242,373242,963741,870375,1300144
Capital Expenditure,-952103,-952103,-830409,-1252491,-2043505
Free Cash Flow,-578861,-578861,133332,-382116,-743361
