Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,471704,1056155,1216803,483124
Depreciation & amortization,-,448201,526185,442059
Change in working capital,-,-629162,-295650,14589
Inventory,-,360183,-35812,-898213
Other working capital,-,901655,871301,430877
Other non-cash items,-,135500,225731,96757
Net cash provided by operating activites,-,1277191,1504530,859734
Investments in property plant and equipment,-,-375536,-633229,-428857
Purchases of investments,-,-112934,-2411,-2410
Sales/Maturities of investments,-,170671,66559,112432
Other investing activites,-,-1243,-73170,134732
Net cash used for investing activites,-,-281913,-636994,-145103
Net change in cash,-,563542,-351306,-628395
Cash at beginning of period,-,1228832,1580139,2208534
Cash at end of period,-,1792375,1228832,1580139
Operating Cash Flow,-,1277191,1504530,859734
Capital Expenditure,-,-375536,-633229,-428857
Free Cash Flow,-,901655,871301,430877
