Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,158566000,51649000,49369000,-54300000
Depreciation & amortization,-,10103000,9680000,8786000
Change in working capital,-,-46037000,1116806000,1111559000
Other working capital,-,-14801000,1150027000,1134877000
Other non-cash items,-,-183323000,-171563000,-169478000
Net cash provided by operating activites,-,-5725000,1159776000,1152326000
Investments in property plant and equipment,-,-9076000,-9749000,-17449000
Purchases of investments,-,-290914000,-321492000,-521164000
Sales/Maturities of investments,-,660275000,476647000,452122000
Other investing activites,-,-,-,-1000
Net cash used for investing activites,-,360435000,145640000,-86273000
Net change in cash,-,321023000,1293386000,1045330000
Cash at beginning of period,-,4168303000,2874917000,1829586000
Cash at end of period,-,4489326000,4168303000,2874917000
Operating Cash Flow,-,-5725000,1159776000,1152326000
Capital Expenditure,-,-9076000,-9749000,-17449000
Free Cash Flow,-,-14801000,1150027000,1134877000
