Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,685706,593213,459332,438018
Liabilities,,,,
Total Liabilities,625784,542570,415437,395377
Stockholders' Equity,,,,
Common Stock,5959,5927,5435,5425
Retained Earnings,27905,24321,23260,22483
Accumulated other comprehensive income,5536,-10,-420,-454
Total stockholders' equity,59922,50643,43895,42641
Total liabilities and stockholders' equity,685706,593213,459332,438018
