Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,789773000,800432000,791009000
Liabilities,,,
Total Liabilities,748359000,760892000,751815000
Stockholders' Equity,,,
Common Stock,0,0,14743000
Retained Earnings,20677000,19219000,18324000
Total stockholders' equity,40566000,38730000,38399000
Total liabilities and stockholders' equity,789773000,800432000,791009000
