Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,14964129000,14381815000,14095743000
Liabilities,,,
Total Liabilities,14011862000,13438579000,13195193000
Stockholders' Equity,,,
Common Stock,145069000,145069000,145069000
Retained Earnings,621548000,600931000,566050000
Total stockholders' equity,952266000,943235000,900550000
Total liabilities and stockholders' equity,14964129000,14381815000,14095743000
