Breakdown,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Total Assets,10561300,10251000,9285200,8748200
Liabilities,,,,
Total Liabilities,9154900,8902300,8049200,7651300
Stockholders' Equity,,,,
Common Stock,38000,38000,38000,37700
Retained Earnings,1392500,1327700,906600,797500
Total stockholders' equity,1407400,1349500,1236500,1097100
Total liabilities and stockholders' equity,10561300,10251000,9285200,8748200
