Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,14234000,14234000,22925000,20303000,20598000
Depreciation & amortization,8581000,8581000,7994000,7383000,6359000
Change in working capital,1676000,1676000,-2786000,-2857000,569000
Inventory,1033000,1033000,-4710000,-5255000,1960000
Other working capital,25830000,25830000,20979000,22585000,27958000
Other non-cash items,-240000,-240000,-1410000,-1005000,1423000
Net cash provided by operating activites,25830000,25830000,20979000,22585000,27958000
Acquisitions net,-,-,-,-,-2019000
Purchases of investments,-2437000,-2437000,-3162000,-1504000,-2170000
Sales/Maturities of investments,2635000,2635000,2000000,1761000,12134000
Other investing activites,-15444000,-15444000,-11573000,-14284000,-11385000
Net cash used for investing activites,-15246000,-15246000,-12735000,-14027000,-3440000
Net change in cash,-2697000,-2697000,-5396000,-5365000,9345000
Cash at beginning of period,113560000,113560000,118956000,122302000,112956000
Cash at end of period,110863000,110863000,113560000,118956000,122302000
Operating Cash Flow,25830000,25830000,20979000,22585000,27958000
Free Cash Flow,25830000,25830000,20979000,22585000,27958000
