Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-339512,-283027,-361058,-404809
Depreciation & amortization,-,8010,18428,13520
Stock based compensation,-,26887,-,-
Change in working capital,-,67739,-161306,614396
Other working capital,-,-409095,-516989,280537
Other non-cash items,-,-86907,85355,155234
Net cash provided by operating activites,-,-248678,-348525,370621
Investments in property plant and equipment,-,-160417,-168464,-90084
Other investing activites,-,89842,20,99060
Net cash used for investing activites,-,-70431,-168053,9164
Net change in cash,-,-61186,-403491,252373
Cash at beginning of period,-,154646,558138,305764
Cash at end of period,-,93459,154646,558138
Operating Cash Flow,-,-248678,-348525,370621
Capital Expenditure,-,-160417,-168464,-90084
Free Cash Flow,-,-409095,-516989,280537
