Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,24358000,22135000,19563000,18410000
Depreciation & amortization,-,9684000,9394000,9741000
Change in working capital,-,-6093000,4741000,2193000
Inventory,-,-5336000,3113000,4157000
Other working capital,-,8005000,24074000,18957000
Other non-cash items,-,-1383000,200000,325000
Net cash provided by operating activites,-,20738000,34553000,27920000
Investments in property plant and equipment,-,-12733000,-10479000,-8963000
Acquisitions net,-,-,-,-180000
Purchases of investments,-,-1879000,-1448000,-1461000
Sales/Maturities of investments,-,8480000,2992000,3255000
Other investing activites,-,-108000,-,30000
Net cash used for investing activites,-,-6227000,-8311000,-3255000
Net change in cash,-,-2346000,15799000,-9302000
Cash at beginning of period,-,134554000,118755000,128057000
Cash at end of period,-,132208000,134554000,118755000
Operating Cash Flow,-,20738000,34553000,27920000
Capital Expenditure,-,-12733000,-10479000,-8963000
Free Cash Flow,-,8005000,24074000,18957000
