Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-767.217,-1024,-55.852,-96.43,-216.307
Net cash used for investing activites,-767.217,-1024,-55.852,-96.43,-216.307
Debt repayment,-,-,-307.111,-59.85,-
Common stock issued,1150,5.4,2937,459.989,365.789
Common stock repurchased,-,-,-398.428,-,-
Net cash used privided by (used for) financing activities,1139,140.4,2503,400.139,365.789
Net change in cash,-212.198,-1725,1840,-127.671,133.632
Cash at beginning of period,771.623,1861,20.554,148.225,14.593
Cash at end of period,559.425,135.8,1861,20.554,148.225
Capital Expenditure,-767.217,-1024,-55.852,-96.43,-216.307
Free Cash Flow,-1351,-1865,-662.983,-527.81,-232.157
