Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,7009000,6110000,5833000,4132000
Depreciation & amortization,-,2351000,2495000,2415000
Change in working capital,-,1185000,39000,-139000
Inventory,-,1015000,120000,-1442000
Other working capital,-,4632000,4665000,2014000
Other non-cash items,-,-289000,655000,-14000
Net cash provided by operating activites,-,9580000,9938000,5813000
Investments in property plant and equipment,-,-4948000,-5273000,-3799000
Purchases of investments,-,-1485000,-669000,-1989000
Sales/Maturities of investments,-,476000,854000,343000
Other investing activites,-,-2520000,-1196000,939000
Net cash used for investing activites,-,-8396000,-6237000,-4452000
Net change in cash,-,836000,742000,-573000
Cash at beginning of period,-,27892000,27149000,27723000
Cash at end of period,-,28729000,27892000,27149000
Operating Cash Flow,-,9580000,9938000,5813000
Capital Expenditure,-,-4948000,-5273000,-3799000
Free Cash Flow,-,4632000,4665000,2014000
