Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,15332000,16199000,21258000,20323000
Depreciation & amortization,-,4331000,4376000,3607000
Stock based compensation,-,42000,46000,52000
Change in working capital,-,-255565000,-151904000,-57284000
Other working capital,-,-243728000,-103070000,-27639000
Other non-cash items,-,-62425000,-65921000,-67409000
Net cash provided by operating activites,-,-240799000,-101208000,-24041000
Investments in property plant and equipment,-,-2929000,-1862000,-3598000
Purchases of investments,-,-920132000,-1186180000,-1080710000
Sales/Maturities of investments,-,1158751000,1261136000,1435658000
Other investing activites,-,1000,-1000,-
Net cash used for investing activites,-,235740000,73151000,351353000
Net change in cash,-,-11068000,-34717000,313722000
Cash at beginning of period,-,760451000,795168000,481446000
Cash at end of period,-,749382000,760451000,795168000
Operating Cash Flow,-,-240799000,-101208000,-24041000
Capital Expenditure,-,-2929000,-1862000,-3598000
Free Cash Flow,-,-243728000,-103070000,-27639000
