Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-14240000,-14240000,2352000,7988000,-116000
Depreciation & amortization,2437000,2437000,1721000,1433000,1538000
Change in working capital,6486000,6486000,-1011000,-11873000,10809000
Inventory,6893000,6893000,-5933000,-8284000,7275000
Other working capital,-2194000,-2194000,-7726000,-5434000,11265000
Other non-cash items,1061000,1061000,94000,-169000,376000
Net cash provided by operating activites,2890000,2890000,1138000,-1510000,14485000
Investments in property plant and equipment,-5084000,-5084000,-8864000,-3924000,-3220000
Purchases of investments,-12000,-12000,-899000,-257000,-668000
Sales/Maturities of investments,401000,401000,4987000,339000,136000
Other investing activites,-596000,-596000,-694000,-2314000,-359000
Net cash used for investing activites,-6754000,-6754000,-5430000,-5923000,-1171000
Net change in cash,-668000,-668000,-385000,-11861000,10001000
Cash at beginning of period,8252000,8252000,8640000,20501000,10499000
Cash at end of period,7583000,7583000,8252000,8640000,20501000
Operating Cash Flow,2890000,2890000,1138000,-1510000,14485000
Capital Expenditure,-5084000,-5084000,-8864000,-3924000,-3220000
Free Cash Flow,-2194000,-2194000,-7726000,-5434000,11265000
