Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,865191,824398,745427,657975
Liabilities,,,,
Total Liabilities,780686,757466,689727,609981
Stockholders' Equity,,,,
Common Stock,7312,6944,6415,5918
Retained Earnings,75144,62005,49855,43048
Accumulated other comprehensive income,2049,-2017,-570,-972
Total stockholders' equity,84505,66932,55700,47994
Total liabilities and stockholders' equity,865191,824398,745427,657975
