Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,785800,244978,-18144,-284847
Depreciation & amortization,-,29801,47708,111966
Change in working capital,-,-752363,-531938,-189599
Inventory,-,-118730,-257150,-136383
Other working capital,-,-404286,-366945,-237566
Other non-cash items,-,14217,106052,-13959
Net cash provided by operating activites,-,-393404,-333652,-199512
Investments in property plant and equipment,-,-10882,-33293,-38054
Acquisitions net,-,-,0,-
Purchases of investments,-,-22681,-15481,-29627
Sales/Maturities of investments,-,4800,16914,36175
Other investing activites,-,-8171,-8235,26846
Net cash used for investing activites,-,-36934,7243,-4660
Net change in cash,-,553587,284026,-83578
Cash at beginning of period,-,1016281,732255,815833
Cash at end of period,-,1569868,1016281,732255
Operating Cash Flow,-,-393404,-333652,-199512
Capital Expenditure,-,-10882,-33293,-38054
Free Cash Flow,-,-404286,-366945,-237566
