Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,21452000,16443000,23658000,20870000
Depreciation & amortization,28713000,20041000,19153000,19534000
Change in working capital,21249000,28041000,-17758000,-5161000
Inventory,-738000,-829000,347000,1043000
Other working capital,-31613000,-25217000,-32567000,20474000
Other non-cash items,757000,4948000,10913000,10560000
Net cash provided by operating activites,60357000,67913000,36870000,42266000
Investments in property plant and equipment,-91970000,-93130000,-69437000,-21792000
Acquisitions net,-,-1466000,-,-
Purchases of investments,-,-13000,-2562000,-2116000
Sales/Maturities of investments,7781000,6346000,11112000,13082000
Other investing activites,1222000,2163000,-1419000,-1587000
Net cash used for investing activites,-79088000,-85815000,-62286000,-9124000
Net change in cash,-17234000,-2902000,-9036000,26299000
Cash at beginning of period,97653000,95120000,103765000,73536000
Cash at end of period,83712000,94692000,95120000,103765000
Operating Cash Flow,60357000,67913000,36870000,42266000
Capital Expenditure,-91970000,-93130000,-69437000,-21792000
Free Cash Flow,-31613000,-25217000,-32567000,20474000
