Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,67476000,66206000,65578000,59020000
Liabilities,,,,
Total Liabilities,9119000,8127000,9356000,8341000
Stockholders' Equity,,,,
Common Stock,43515000,43515000,37145000,36405000
Total stockholders' equity,55232000,55143000,53229000,47729000
Total liabilities and stockholders' equity,67476000,66206000,65578000,59020000
