Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,96235000,99333000,97109000,95748000
Liabilities,,,,
Total Liabilities,83102000,85360000,83319000,82178000
Stockholders' Equity,,,,
Common Stock,12889000,12863000,12766000,12679000
Retained Earnings,17000,965000,855000,684000
Accumulated other comprehensive income,207000,135000,161000,198000
Total stockholders' equity,13113000,13963000,13782000,13561000
Total liabilities and stockholders' equity,96235000,99333000,97109000,95748000
