Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,23967,20500,9287,4604,3076
Interest Expense,-,105,108,94,97
Income Before Tax,34228,30511,23142,12175,8573
Income Tax Expense,0,0,0,0,133
Income from Continuing Operations,34228,30511,23142,12175,8440
Net Income,34266,30549,23476,13098,4537
Net Income available to common shareholders,34266,30549,23476,13098,4537
Basic EPS,-,0.18,0.14,0.09,0.04
Diluted EPS,-,0.17,0.13,0.08,0.04
Basic Average Shares,-,166782,161700,147599,110581
Diluted Average Shares,-,178754,175194,159732,110581
