Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-,-,-,-,-554.2284
Net cash used for investing activites,-,-,283.3126,-,5896
Debt repayment,-,-,-293.6903,-373.1773,-5196
Common stock issued,635.7279,635.7279,-,-,-
Net cash used privided by (used for) financing activities,635.7279,635.7279,-293.6903,-373.1773,-5196
Net change in cash,478.915,478.915,-179.5351,-104.5664,-770.1863
Cash at beginning of period,22.2505,22.2505,201.3284,290.6754,1060
Cash at end of period,501.1655,501.1655,21.7933,186.109,289.5366
Capital Expenditure,-,-,-,-,-554.2284
Free Cash Flow,-156.8129,-156.8129,-169.1573,268.6109,-2024
