Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,6732000,4384000,5594000,6130000,5453000
Depreciation & amortization,3005000,3203000,3256000,3543000,3643000
Change in working capital,188000,1392000,-1871000,652000,-194000
Inventory,399000,-162000,61000,1143000,1919000
Other working capital,7459000,8960000,2091000,-11176000,-4915000
Other non-cash items,-270000,158000,-594000,-1191000,-302000
Net cash provided by operating activites,11266000,12325000,7456000,9346000,9413000
Investments in property plant and equipment,-3807000,-3365000,-5365000,-20522000,-14328000
Purchases of investments,-,-7231000,-12534000,-54500000,-34498000
Sales/Maturities of investments,5698000,4840000,20460000,70600000,39000000
Other investing activites,23000,26000,1202000,318000,-167000
Net cash used for investing activites,1356000,-5268000,4097000,-4104000,-9993000
Net change in cash,6124000,11053000,-40343000,16659000,-2713000
Cash at beginning of period,27564000,16405000,56748000,40088000,42740000
Cash at end of period,33688000,27458000,16405000,56748000,40088000
Operating Cash Flow,11266000,12325000,7456000,9346000,9413000
Capital Expenditure,-3807000,-3365000,-5365000,-20522000,-14328000
Free Cash Flow,7459000,8960000,2091000,-11176000,-4915000
