Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,298133,407133,349145,549576
Depreciation & amortization,-,179217,180299,192428
Change in working capital,-,291415,-470361,-482770
Inventory,-,210407,-224808,-412391
Other working capital,-,604531,-880448,-21454
Other non-cash items,-,7785,10772,-228481
Net cash provided by operating activites,-,803610,-148535,13571
Investments in property plant and equipment,-,-199079,-731913,-35025
Purchases of investments,-,-8420,-46140,-124426
Sales/Maturities of investments,-,2204,205390,105712
Other investing activites,-,-2699,-388,1158
Net cash used for investing activites,-,-67368,-569456,497594
Net change in cash,-,640480,-821727,403326
Cash at beginning of period,-,1459108,2280836,1877510
Cash at end of period,-,2099588,1459108,2280836
Operating Cash Flow,-,803610,-148535,13571
Capital Expenditure,-,-199079,-731913,-35025
Free Cash Flow,-,604531,-880448,-21454
