Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,237000,237000,260000,237000,254000
Depreciation & amortization,207000,207000,178000,156000,85000
Change in working capital,-28000,-28000,393000,-114000,95000
Inventory,144000,144000,282000,-67000,-79000
Other working capital,378000,378000,768000,-445000,336000
Other non-cash items,21000,21000,-17000,-81000,3000
Net cash provided by operating activites,549000,549000,908000,89000,573000
Investments in property plant and equipment,-171000,-171000,-140000,-534000,-237000
Purchases of investments,-150000,-150000,-137000,-208000,-108000
Sales/Maturities of investments,200000,200000,100000,505000,459000
Other investing activites,-14000,-14000,-9000,2000,-15000
Net cash used for investing activites,-115000,-115000,-185000,-235000,99000
Net change in cash,348000,348000,636000,-264000,549000
Cash at beginning of period,2068000,2068000,1383000,1648000,1098000
Cash at end of period,2416000,2416000,2068000,1383000,1648000
Operating Cash Flow,549000,549000,908000,89000,573000
Capital Expenditure,-171000,-171000,-140000,-534000,-237000
Free Cash Flow,378000,378000,768000,-445000,336000
