Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,26219000,25585000,26828000,36400000
Depreciation & amortization,-,66844000,58601000,56199000
Change in working capital,-,8805000,4106000,-16995000
Other working capital,-,67250000,53869000,38909000
Other non-cash items,-,15839000,6578000,8523000
Net cash provided by operating activites,-,128594000,113938000,99864000
Investments in property plant and equipment,-,-61344000,-60069000,-60955000
Acquisitions net,-,-6327000,-14929000,-1805000
Purchases of investments,-,-5756000,-,-
Sales/Maturities of investments,-,7157000,-,-
Other investing activites,-,-12469000,-16211000,-13467000
Net cash used for investing activites,-,-81017000,-91209000,-76227000
Net change in cash,-,324105000,-38336000,-2436000
Cash at beginning of period,-,30120000,67692000,69793000
Cash at end of period,-,354236000,30120000,67692000
Operating Cash Flow,-,128594000,113938000,99864000
Capital Expenditure,-,-61344000,-60069000,-60955000
Free Cash Flow,-,67250000,53869000,38909000
