Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6268000,7199000,6819000,5824000
Depreciation & amortization,-,2181000,2356000,2739000
Change in working capital,-,-42739000,-30852000,-33133000
Other working capital,-,-43631000,-34646000,-30900000
Other non-cash items,-,-33406000,-39939000,-30052000
Net cash provided by operating activites,-,-40489000,-32298000,-29400000
Investments in property plant and equipment,-,-3142000,-2348000,-1500000
Acquisitions net,-,-,-,-179000
Purchases of investments,-,-79234000,-113449000,-132087000
Sales/Maturities of investments,-,145868000,176651000,203873000
Other investing activites,-,-,-,-2000
Net cash used for investing activites,-,63644000,61005000,70472000
Net change in cash,-,21287000,25882000,39243000
Cash at beginning of period,-,133889000,108006000,68763000
Cash at end of period,-,155176000,133889000,108006000
Operating Cash Flow,-,-40489000,-32298000,-29400000
Capital Expenditure,-,-3142000,-2348000,-1500000
Free Cash Flow,-,-43631000,-34646000,-30900000
