Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1508469,2006222,1747030,1318581
Depreciation & amortization,-,902984,793489,679557
Change in working capital,-,-967627,-1049528,-709140
Inventory,-,-902904,-818467,-135722
Other working capital,-,79788,-248588,960137
Other non-cash items,-,-152559,196159,62928
Net cash provided by operating activites,-,2088864,1749965,1739128
Investments in property plant and equipment,-,-2009076,-1998553,-778991
Acquisitions net,-,-,-435330,-
Purchases of investments,-,-528371,-2881,-3399
Sales/Maturities of investments,-,699230,82703,-
Other investing activites,-,6426,148110,587368
Net cash used for investing activites,-,-1218198,-1720135,-198652
Net change in cash,-,542831,-168207,1184855
Cash at beginning of period,-,4295018,4463226,3278371
Cash at end of period,-,4837850,4295018,4463226
Operating Cash Flow,-,2088864,1749965,1739128
Capital Expenditure,-,-2009076,-1998553,-778991
Free Cash Flow,-,79788,-248588,960137
