Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-150864,-506776,-302114,60935
Depreciation & amortization,-,124004,178730,75081
Change in working capital,-,-83758,92246,-68116
Inventory,-,-7007,241391,-114436
Other working capital,-,-240033,-71171,-702864
Other non-cash items,-,-15826,-65345,15439
Net cash provided by operating activites,-,-105390,50160,-58729
Investments in property plant and equipment,-,-134643,-121331,-644135
Acquisitions net,-,-107840,-450000,-
Purchases of investments,-,-232280,-200156,-
Sales/Maturities of investments,-,200000,280191,-
Other investing activites,-,-33251,-36502,-49983
Net cash used for investing activites,-,-228014,-527431,-106504
Net change in cash,-,-13026,21399,-106890
Cash at beginning of period,-,1092515,1071116,1178006
Cash at end of period,-,1079489,1092515,1071116
Operating Cash Flow,-,-105390,50160,-58729
Capital Expenditure,-,-134643,-121331,-644135
Free Cash Flow,-,-240033,-71171,-702864
