Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,4895368000,4789498000,4598425000
Liabilities,,,
Total Liabilities,4600516000,4495636000,4315209000
Stockholders' Equity,,,
Common Stock,49759000,49759000,49759000
Retained Earnings,174810000,167453000,158239000
Total stockholders' equity,290614000,290010000,279818000
Total liabilities and stockholders' equity,4895368000,4789498000,4598425000
