Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,4784000,3485000,4708000,12116000,8402000
Depreciation & amortization,832000,917000,1383000,2080000,1711000
Change in working capital,-324000,280000,721000,250000,3863000
Other working capital,4189000,6038000,8594000,11132000,7298000
Other non-cash items,-122000,318000,34000,-1035000,-1528000
Net cash provided by operating activites,4965000,7258000,9127000,11652000,7476000
Investments in property plant and equipment,-776000,-1220000,-533000,-520000,-178000
Acquisitions net,-,-642000,-217000,-7192000,-672000
Purchases of investments,-2473000,-3211000,-2655000,-3585000,-2176000
Sales/Maturities of investments,4008000,55000,545000,2338000,2053000
Other investing activites,-363000,-183000,-91000,-492000,-2625000
Net cash used for investing activites,2293000,-3576000,-1856000,-8125000,-1626000
Net change in cash,1815000,-2724000,4814000,2177000,988000
Cash at beginning of period,86990000,87196000,82382000,80190000,79060000
Cash at end of period,88805000,84472000,87196000,82382000,80190000
Operating Cash Flow,4965000,7258000,9127000,11652000,7476000
Capital Expenditure,-776000,-1220000,-533000,-520000,-178000
Free Cash Flow,4189000,6038000,8594000,11132000,7298000
