Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,2330000,1940000,3058000,3330000,1368000
Depreciation & amortization,-,2509000,1736000,1687000,1799000
Change in working capital,-,356000,-1109000,859000,-219000
Inventory,-,635000,-56000,357000,-229000
Other working capital,-,1964000,-159000,3232000,-196000
Other non-cash items,-,181000,-70000,163000,-33000
Net cash provided by operating activites,-,5353000,3145000,5099000,3166000
Investments in property plant and equipment,-,-3389000,-3304000,-1867000,-3362000
Acquisitions net,-,-1432000,-10148000,-127000,-
Purchases of investments,-,-2419000,-2484000,-1446000,-1570000
Sales/Maturities of investments,-,1902000,1715000,482000,1040000
Other investing activites,-,-304000,-153000,-107000,-139000
Net cash used for investing activites,-,-2825000,-14898000,473000,-4028000
Net change in cash,-,2171000,2668000,485000,-2163000
Cash at beginning of period,-,17494000,14826000,14340000,16412000
Cash at end of period,-,19838000,17494000,14826000,14340000
Operating Cash Flow,-,5353000,3145000,5099000,3166000
Capital Expenditure,-,-3389000,-3304000,-1867000,-3362000
Free Cash Flow,-,1964000,-159000,3232000,-196000
