Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9393000,9038000,8261000,7777000
Depreciation & amortization,-,2495000,2294000,1823000
Change in working capital,-,-7554000,-4612000,331000
Inventory,-,-3098000,31000,989000
Other working capital,-,3629000,5144000,10504000
Other non-cash items,-,670000,1677000,2809000
Net cash provided by operating activites,-,4387000,6645000,11908000
Investments in property plant and equipment,-,-758000,-1501000,-1404000
Acquisitions net,-,-,-,-2635000
Purchases of investments,-,-471000,-493000,-636000
Sales/Maturities of investments,-,405000,483000,797000
Other investing activites,-,-67000,72000,23000
Net cash used for investing activites,-,-873000,-1355000,-3652000
Net change in cash,-,246000,2893000,2618000
Cash at beginning of period,-,36203000,33239000,30436000
Cash at end of period,-,36626000,36203000,33239000
Operating Cash Flow,-,4387000,6645000,11908000
Capital Expenditure,-,-758000,-1501000,-1404000
Free Cash Flow,-,3629000,5144000,10504000
