Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5504000,9302000,7962000,5372000
Depreciation & amortization,8360000,8366000,9422000,8704000
Change in working capital,-5395000,2070000,-843000,9902000
Inventory,-2370000,321000,1087000,4045000
Other working capital,6053000,17260000,12201000,19948000
Other non-cash items,124000,-120000,634000,667000
Net cash provided by operating activites,9262000,21492000,16346000,24896000
Investments in property plant and equipment,-3209000,-4232000,-4145000,-4948000
Sales/Maturities of investments,-,164000,208000,-
Other investing activites,-138000,-51000,42000,821000
Net cash used for investing activites,-3267000,-4038000,-3692000,-3793000
Net change in cash,-5233000,7611000,-12324000,18627000
Cash at beginning of period,42865000,46206000,58530000,39902000
Cash at end of period,37780000,53817000,46206000,58530000
Operating Cash Flow,9262000,21492000,16346000,24896000
Capital Expenditure,-3209000,-4232000,-4145000,-4948000
Free Cash Flow,6053000,17260000,12201000,19948000
