Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,737162,714666,711101,655184
Liabilities,,,,
Total Liabilities,662824,649748,649471,597514
Stockholders' Equity,,,,
Common Stock,23641,23641,23641,23641
Retained Earnings,36187,31089,24403,21485
Accumulated other comprehensive income,1168,-3656,-1825,-2961
Total stockholders' equity,74338,64918,61630,57670
Total liabilities and stockholders' equity,737162,714666,711101,655184
