Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,976603,1106101,1125998,1034289
Depreciation & amortization,-,2684571,2383284,2019825
Change in working capital,-,-533458,-149610,-301673
Inventory,-,-145923,-149593,-117407
Other working capital,-,693922,1001248,1155599
Other non-cash items,-,178260,164566,166820
Net cash provided by operating activites,-,3522944,3300095,2926246
Investments in property plant and equipment,-,-2829022,-2298847,-1770647
Acquisitions net,-,-2128804,-1652128,-906485
Purchases of investments,-,-,-,-12536
Other investing activites,-,-65877,403,-10578
Net cash used for investing activites,-,-4946120,-3864368,-2367346
Net change in cash,-,-55831,362088,-124583
Cash at beginning of period,-,3393616,3031528,3156111
Cash at end of period,-,3337785,3393616,3031528
Operating Cash Flow,-,3522944,3300095,2926246
Capital Expenditure,-,-2829022,-2298847,-1770647
Free Cash Flow,-,693922,1001248,1155599
