Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-696819,-646528,38505,261018
Depreciation & amortization,-,56404,53312,187846
Change in working capital,-,49513,-164864,204868
Inventory,-,86305,-14841,104101
Other working capital,-,-279439,-165485,58906
Other non-cash items,-,280366,-70925,40255
Net cash provided by operating activites,-,-279439,-165485,58906
Purchases of investments,-,-1960,-1619,-1603
Sales/Maturities of investments,-,-,-,500
Other investing activites,-,-637416,-360664,8344142
Net cash used for investing activites,-,-639236,-362583,8343639
Net change in cash,-,-1154085,-571706,2131563
Cash at beginning of period,-,2353634,2925341,793778
Cash at end of period,-,1199549,2353634,2925341
Operating Cash Flow,-,-279439,-165485,58906
Free Cash Flow,-,-279439,-165485,58906
