Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1990315,1950307,-3555948,-915938
Depreciation & amortization,-,1361610,1472814,1545798
Change in working capital,-,1276880,955530,551545
Inventory,-,-424482,398328,-70700
Other working capital,-,1792881,326003,-1865678
Other non-cash items,-,235223,651115,978190
Net cash provided by operating activites,-,2892655,1344254,-849807
Investments in property plant and equipment,-,-1099774,-1018251,-1015871
Acquisitions net,-,-,-,-30963
Purchases of investments,-,-8985,-18635,-1045
Sales/Maturities of investments,-,20316,19313,508994
Other investing activites,-,2576,-10541,26985
Net cash used for investing activites,-,434763,837824,-314206
Net change in cash,-,-159341,-2129710,2498166
Cash at beginning of period,-,5294076,7423786,4925620
Cash at end of period,-,5134734,5294076,7423786
Operating Cash Flow,-,2892655,1344254,-849807
Capital Expenditure,-,-1099774,-1018251,-1015871
Free Cash Flow,-,1792881,326003,-1865678
