Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-759.577,-1076,-609.543,-790.449,-1960
Other investing activites,-,-,-,484.163,1042
Net cash used for investing activites,-753.477,-1073,-608.043,-306.286,-916.517
Common stock issued,1351,1128,-,2933,1049
Common stock repurchased,-95.334,-117.922,-,-76.573,-56.529
Net cash used privided by (used for) financing activities,1255,1010,-,2857,992.314
Net change in cash,-236.603,-797.891,-1675,1798,-527.216
Cash at beginning of period,752.716,893.597,2568,770.68,1298
Cash at end of period,516.113,95.706,893.597,2568,770.68
Capital Expenditure,-759.577,-1076,-609.543,-790.449,-1960
Free Cash Flow,-1498,-1811,-1676,-1543,-2563
