Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1746328,1697028,1441999,1226642
Liabilities,,,,
Total Liabilities,1519494,1486732,1299815,1099635
Stockholders' Equity,,,,
Common Stock,169221,171067,125430,125094
Retained Earnings,57670,37577,15036,0
Accumulated other comprehensive income,-57,-1647,-1223,-531
Total stockholders' equity,226834,210296,142184,127007
Total liabilities and stockholders' equity,1746328,1697028,1441999,1226642
