Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2240119,2640829,3005542,2141028
Depreciation & amortization,-,237473,261793,249134
Change in working capital,-,75895,-1078634,1439001
Inventory,-,-651130,365047,-378830
Other working capital,-,2198558,1144929,3259503
Other non-cash items,-,-322837,-702150,-146141
Net cash provided by operating activites,-,2289981,1343723,3386004
Investments in property plant and equipment,-,-91423,-198794,-126501
Purchases of investments,-,-5000000,-,-
Sales/Maturities of investments,-,9692,280657,-
Other investing activites,-,-16903,78840,-1553
Net cash used for investing activites,-,-4484917,764973,-128054
Net change in cash,-,-3027507,1362118,2669429
Cash at beginning of period,-,13317107,11954989,9285559
Cash at end of period,-,10289600,13317107,11954989
Operating Cash Flow,-,2289981,1343723,3386004
Capital Expenditure,-,-91423,-198794,-126501
Free Cash Flow,-,2198558,1144929,3259503
