Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,840850,1020434,667700,25387
Depreciation & amortization,-,539156,521425,533763
Change in working capital,-,-593696,16916,-80505
Inventory,-,-7570,32331,-364451
Other working capital,-,427584,865821,91576
Other non-cash items,-,8356,119886,37217
Net cash provided by operating activites,-,793303,1305733,786839
Investments in property plant and equipment,-,-365719,-439912,-695263
Purchases of investments,-,-1349,-2006,-1480
Sales/Maturities of investments,-,-,18278,899
Other investing activites,-,-1364,80956,-27535
Net cash used for investing activites,-,-267114,-48388,-671253
Net change in cash,-,13896,581825,-159205
Cash at beginning of period,-,4185213,3621176,3780382
Cash at end of period,-,4199109,4185213,3621176
Operating Cash Flow,-,793303,1305733,786839
Capital Expenditure,-,-365719,-439912,-695263
Free Cash Flow,-,427584,865821,91576
