Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1203541,1237732,1162305,1195375
Liabilities,,,,
Total Liabilities,1069934,1140513,1073114,1105228
Stockholders' Equity,,,,
Common Stock,25214,21026,20947,20807
Retained Earnings,24207,17186,6779,8531
Accumulated other comprehensive income,3056,-4540,-1745,-1784
Total stockholders' equity,133607,97219,89191,90147
Total liabilities and stockholders' equity,1203541,1237732,1162305,1195375
