Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14492000,15985000,20156000,17035000
Depreciation & amortization,-,2011000,1301000,1668000
Stock based compensation,-,110000,-,-
Change in working capital,-,-2752000,-3512000,-3482000
Inventory,-,-4365000,-1205000,-228000
Other working capital,-,11173000,15318000,17187000
Other non-cash items,-,1096000,-342000,339000
Net cash provided by operating activites,-,14807000,19882000,18294000
Investments in property plant and equipment,-,-3634000,-4564000,-1107000
Acquisitions net,-,-318000,-3027000,-
Purchases of investments,-,-1146000,-,-2027000
Sales/Maturities of investments,-,-,-,150000
Other investing activites,-,-901000,-419000,-246000
Net cash used for investing activites,-,-6125000,-8219000,-2725000
Net change in cash,-,-3358000,2419000,10655000
Cash at beginning of period,-,24571000,22151000,11495000
Cash at end of period,-,21560000,24571000,22151000
Operating Cash Flow,-,14807000,19882000,18294000
Capital Expenditure,-,-3634000,-4564000,-1107000
Free Cash Flow,-,11173000,15318000,17187000
