Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Common stock issued,-,-,50061,-,59185
Common stock repurchased,-,-204.084,-681.763,-,-406.92
Dividends Paid,-,-19545,-18392,-17251,-23258
Net cash used privided by (used for) financing activities,-19810,-19749,30986,-17251,35520
Net change in cash,-28292,-75230,2131,99031,-33981
Cash at beginning of period,124333,99851,97720,-1311,32670
Cash at end of period,96041,24621,99851,97720,-1311
Free Cash Flow,-8483,-55481,-28855,116282,-69501
