Breakdown,ttm,12/31/2018,12/31/2017,12/31/2016
Net change in cash,12764,0,-16832,7499
Cash at beginning of period,8314,0,16832,9333
Cash at end of period,21078,0,0,16832
Free Cash Flow,20708,14566,-14675,19647
