Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2076185,2053885,1651810,1383531
Depreciation & amortization,-,657637,669155,689322
Change in working capital,-,1768834,-1177640,-539416
Inventory,-,-158547,82727,-513974
Other working capital,-,3793334,899425,1855909
Other non-cash items,-,25652,17809,-89120
Net cash provided by operating activites,-,3793334,899425,1855909
Purchases of investments,-,-,-13340,-99777
Sales/Maturities of investments,-,81904,0,54589
Other investing activites,-,-1032526,-350303,-654432
Net cash used for investing activites,-,-950622,-363643,-699620
Net change in cash,-,2232531,-58499,549126
Cash at beginning of period,-,8778218,8836718,8287591
Cash at end of period,-,11010749,8778218,8836718
Operating Cash Flow,-,3793334,899425,1855909
Free Cash Flow,-,3793334,899425,1855909
