Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,521868000,590737000,560173000,440293000
Depreciation & amortization,397983000,250509000,254038000,201117000
Change in working capital,-186488000,-274806000,-202233000,-147222000
Inventory,-96647000,-20064000,-60265000,-115595000
Other working capital,516896000,337167000,465026000,422949000
Other non-cash items,-108102000,-129816000,-126901000,-82852000
Net cash provided by operating activites,837105000,652681000,742482000,583004000
Investments in property plant and equipment,-320209000,-315514000,-277456000,-160055000
Acquisitions net,-240635000,-429577000,-391775000,-214441000
Purchases of investments,-43303000,-62481000,-46090000,-143020000
Sales/Maturities of investments,95646000,177187000,138280000,135994000
Net cash used for investing activites,-198803000,-273687000,-317583000,-179585000
Net change in cash,-26050000,155121000,-140053000,-355446000
Cash at beginning of period,1347747000,1005461000,1145514000,1500960000
Cash at end of period,1330044000,1160582000,1005461000,1145514000
Operating Cash Flow,837105000,652681000,742482000,583004000
Capital Expenditure,-320209000,-315514000,-277456000,-160055000
Free Cash Flow,516896000,337167000,465026000,422949000
