Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2507000,4071000,6197000,6058000
Depreciation & amortization,14811000,14841000,15438000,14018000
Change in working capital,-9784000,5041000,-3338000,-947000
Inventory,-8963000,1603000,3681000,-1514000
Other working capital,-1131000,14484000,1440000,4019000
Other non-cash items,3305000,936000,407000,1167000
Net cash provided by operating activites,10867000,25492000,16925000,18606000
Investments in property plant and equipment,-11998000,-11008000,-15485000,-14587000
Purchases of investments,-66000,-63000,-55000,-
Other investing activites,-26000,-96000,-42000,-39000
Net cash used for investing activites,-11667000,-10942000,-14255000,-14205000
Net change in cash,-735000,-427000,594000,-1996000
Cash at beginning of period,3283000,2866000,2272000,4269000
Cash at end of period,2514000,2438000,2866000,2272000
Operating Cash Flow,10867000,25492000,16925000,18606000
Capital Expenditure,-11998000,-11008000,-15485000,-14587000
Free Cash Flow,-1131000,14484000,1440000,4019000
