Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6961000,5306000,2051000,3500000
Depreciation & amortization,2086000,2128000,1968000,1787000
Change in working capital,-1330000,-6297000,-3217000,-4272000
Inventory,-276000,-1942000,-1749000,-1070000
Other working capital,5479000,1258000,-4184000,-2861000
Other non-cash items,-369000,601000,-213000,-485000
Net cash provided by operating activites,7580000,3291000,-305000,369000
Investments in property plant and equipment,-2101000,-2033000,-3879000,-3230000
Purchases of investments,-1221000,-437000,-630000,-930000
Sales/Maturities of investments,122000,150000,148000,3177000
Other investing activites,41000,-119000,-19000,-30000
Net cash used for investing activites,-3157000,-2437000,-4153000,-1013000
Net change in cash,2479000,1249000,-1400000,-1139000
Cash at beginning of period,7495000,11137000,12538000,13678000
Cash at end of period,9975000,12387000,11137000,12538000
Operating Cash Flow,7580000,3291000,-305000,369000
Capital Expenditure,-2101000,-2033000,-3879000,-3230000
Free Cash Flow,5479000,1258000,-4184000,-2861000
