Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-955.935,-1245,-675.248,-956.155,-610.717
Other investing activites,18.19,0.001,-,-,-
Net cash used for investing activites,-267.497,-1841,-693.516,-1402,-3910
Debt repayment,-,30.629,20.151,21.161,19.145
Dividends Paid,-2362,-2142,-1362,-574.772,-623.59
Net cash used privided by (used for) financing activities,-2329,-2111,-1342,-553.611,895.555
Net change in cash,1102,-1260,953.111,817.928,-921.235
Cash at beginning of period,2392,3361,2408,1590,2511
Cash at end of period,3494,2101,3361,2408,1590
Capital Expenditure,-955.935,-1245,-675.248,-956.155,-610.717
Free Cash Flow,2742,1448,2313,1817,1483
