Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,348570,347862,332896,297787
Liabilities,,,,
Total Liabilities,10421,20390,20433,25760
Stockholders' Equity,,,,
Common Stock,25696,25265,24634,24196
Total stockholders' equity,338149,327472,312463,272027
Total liabilities and stockholders' equity,348570,347862,332896,297787
