Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,9891000,6415000,10316000,10238000
Depreciation & amortization,-,3361000,3250000,2934000
Change in working capital,-,-231000,414000,-2205000
Inventory,-,422000,-,-
Other working capital,-,10314000,10340000,7590000
Other non-cash items,-,-4000,346000,860000
Net cash provided by operating activites,-,12373000,13568000,11703000
Investments in property plant and equipment,-,-2059000,-3228000,-4113000
Acquisitions net,-,-285516000,-250400000,-229151000
Purchases of investments,-,-24000,-33000,-128000
Sales/Maturities of investments,-,102000,204000,611000
Other investing activites,-,-262000,664000,-281000
Net cash used for investing activites,-,12256000,-2666000,2233000
Net change in cash,-,4715000,7718000,11530000
Cash at beginning of period,-,38722000,31004000,19473000
Cash at end of period,-,43437000,38722000,31004000
Operating Cash Flow,-,12373000,13568000,11703000
Capital Expenditure,-,-2059000,-3228000,-4113000
Free Cash Flow,-,10314000,10340000,7590000
