Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21603000,22786000,20916000,18703000
Depreciation & amortization,43793000,19059000,19030000,18741000
Change in working capital,4663000,593000,-8889000,-6561000
Inventory,-56000,389000,-227000,-356000
Other working capital,58081000,22864000,15727000,13855000
Other non-cash items,385000,-2590000,1701000,2460000
Net cash provided by operating activites,69976000,37812000,27924000,26372000
Investments in property plant and equipment,-11895000,-14948000,-12197000,-12517000
Acquisitions net,-,-4466000,-,-66843000
Other investing activites,2949000,4031000,534000,4108000
Net cash used for investing activites,-9391000,-13892000,-6178000,-69004000
Net change in cash,22038000,44915000,6014000,12337000
Cash at beginning of period,98674000,63497000,57483000,45146000
Cash at end of period,120756000,108412000,63497000,57483000
Operating Cash Flow,69976000,37812000,27924000,26372000
Capital Expenditure,-11895000,-14948000,-12197000,-12517000
Free Cash Flow,58081000,22864000,15727000,13855000
