Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,67769,67769,63462,40549,41452
Interest Expense,23380,23380,15396,5671,3363
Income Before Tax,12666,12666,11879,8105,10110
Income Tax Expense,2129,2129,1372,1942,2213
Income from Continuing Operations,10537,10537,10507,6163,7897
Net Income,16196,16196,14085,7246,8936
Net Income available to common shareholders,16196,16196,14085,7246,8936
Basic EPS,-,1.44,1.24,0.89,1.18
Diluted EPS,-,1.44,1.23,0.88,1.16
Basic Average Shares,-,11247,11359,8142,7573
Diluted Average Shares,-,11247,11451,8234,7703
