Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1073963,925703,727636,679784
Depreciation & amortization,-,934924,719548,638785
Change in working capital,-,151059,-128014,-136155
Inventory,-,-28908,-110302,-16508
Other working capital,-,1487869,476646,699022
Other non-cash items,-,51779,48324,25751
Net cash provided by operating activites,-,2150128,1400399,1263000
Investments in property plant and equipment,-,-662259,-923753,-563978
Acquisitions net,-,-,-1288959,-
Purchases of investments,-,-,-,-107
Sales/Maturities of investments,-,-,208450,7723
Other investing activites,-,-453918,276276,-100827
Net cash used for investing activites,-,-1038667,-1461506,-657189
Net change in cash,-,145001,-505650,94544
Cash at beginning of period,-,1298878,1804528,1709983
Cash at end of period,-,1443879,1298878,1804528
Operating Cash Flow,-,2150128,1400399,1263000
Capital Expenditure,-,-662259,-923753,-563978
Free Cash Flow,-,1487869,476646,699022
