Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-955.083,-955.083,-701.928,-,-
Acquisitions net,-,-,1325,-,-
Purchases of investments,-77.965,-77.965,-,-,-
Sales/Maturities of investments,-,-,-,1388,-
Other investing activites,-,-,100,-,-
Net cash used for investing activites,-1030,-1030,723.375,1388,-
Debt repayment,-,-,-100,-,-
Common stock issued,3518,3518,4005,-,2115
Common stock repurchased,-272.729,-272.729,-457.924,-,-130.775
Other financing activites,-6.149,-6.149,-,-,-
Net cash used privided by (used for) financing activities,3740,3740,5447,-,1984
Net change in cash,-685.712,-685.712,2861,1121,1480
Cash at beginning of period,3430,3430,569.353,1643,179.653
Cash at end of period,2744,2744,3430,2664,1643
Capital Expenditure,-955.083,-955.083,-701.928,-,-
Free Cash Flow,-4351,-4351,-4012,-267.116,-503.994
