Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25239000,24134000,22052000,19530000
Depreciation & amortization,260000,230000,212000,203000
Change in working capital,4433000,7460000,11198000,11743000
Other working capital,29708000,32387000,34666000,32791000
Net cash provided by operating activites,30050000,32812000,34911000,32968000
Investments in property plant and equipment,-342000,-425000,-245000,-177000
Acquisitions net,-601000,-53000,-,-
Purchases of investments,-46757000,-51159000,-43964000,-19456000
Sales/Maturities of investments,13871000,19552000,29233000,19012000
Other investing activites,43099000,-2099000,-14201000,7500000
Net cash used for investing activites,5980000,-34182000,-29176000,6880000
Net change in cash,30040000,-6875000,1465000,36062000
Cash at beginning of period,47005000,77868000,76402000,40339000
Cash at end of period,77043000,70992000,77868000,76402000
Operating Cash Flow,30050000,32812000,34911000,32968000
Capital Expenditure,-342000,-425000,-245000,-177000
Free Cash Flow,29708000,32387000,34666000,32791000
