Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-142.192,-135.755,-106.077,-88.673,-126.314
Purchases of investments,-,-,-120,-,-
Net cash used for investing activites,-142.74,-135.755,-226.077,-88.673,-126.314
Common stock issued,-,-,611.905,600.3,2000
Common stock repurchased,-,-,-62.503,-,-186.366
Net cash used privided by (used for) financing activities,-,-,549.402,600.3,1814
Net change in cash,-498.521,-548.071,-271.876,-215.016,1430
Cash at beginning of period,727.349,1027,1299,1514,84.331
Cash at end of period,228.828,479.389,1027,1299,1514
Capital Expenditure,-142.192,-135.755,-106.077,-88.673,-126.314
Free Cash Flow,-497.973,-548.071,-701.278,-815.316,-383.613
