Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3839426,3839734,2841539,2884535
Liabilities,,,,
Total Liabilities,3312817,3363870,2533575,2603862
Stockholders' Equity,,,,
Common Stock,71152,70876,54925,54083
Retained Earnings,166667,131392,104683,86216
Accumulated other comprehensive income,8360,-6473,-2304,-5761
Total stockholders' equity,526609,475864,307964,280673
Total liabilities and stockholders' equity,3839426,3839734,2841539,2884535
