Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,3695000,3695000,6414000,7093000,6698000
Depreciation & amortization,5477000,5477000,4235000,3465000,3271000
Change in working capital,1622000,1622000,-9099000,-6354000,-4111000
Inventory,2390000,2390000,-11187000,-5349000,-3546000
Other working capital,-595000,-595000,-5973000,-1083000,2558000
Other non-cash items,-1819000,-1819000,136000,398000,436000
Net cash provided by operating activites,8945000,8945000,966000,4536000,6333000
Investments in property plant and equipment,-9540000,-9540000,-6939000,-5619000,-3775000
Acquisitions net,-27000,-27000,-,-3687000,-1662000
Purchases of investments,-115000,-115000,-38000,-1000,-
Sales/Maturities of investments,-,-,-,0,239000
Other investing activites,40000,40000,435000,18000,0
Net cash used for investing activites,-9602000,-9602000,-6515000,-9211000,-5450000
Net change in cash,2222000,2222000,1954000,1682000,-3696000
Cash at beginning of period,12813000,12813000,10574000,8776000,12473000
Cash at end of period,15035000,15035000,12813000,10574000,8776000
Operating Cash Flow,8945000,8945000,966000,4536000,6333000
Capital Expenditure,-9540000,-9540000,-6939000,-5619000,-3775000
Free Cash Flow,-595000,-595000,-5973000,-1083000,2558000
