Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,219488,1411537,419583,471428
Depreciation & amortization,-,67504,40940,40092
Stock based compensation,-,-,-,60506
Change in working capital,-,-894088,560733,-421322
Inventory,-,-572444,-13518,3058
Other working capital,-,-351323,1037647,155316
Other non-cash items,-,1366,-1007,-3527
Net cash provided by operating activites,-,-322351,1047607,183295
Investments in property plant and equipment,-,-28972,-9960,-27979
Acquisitions net,-,-324597,-45716,-
Purchases of investments,-,-11980,-313027,-238716
Sales/Maturities of investments,-,100000,200734,300054
Other investing activites,-,-53191,-7064,-9791
Net cash used for investing activites,-,935404,-175033,26380
Net change in cash,-,239071,250969,-63621
Cash at beginning of period,-,1485093,1715284,1778905
Cash at end of period,-,1765167,1485093,1715284
Operating Cash Flow,-,-322351,1047607,183295
Capital Expenditure,-,-28972,-9960,-27979
Free Cash Flow,-,-351323,1037647,155316
